id,nom,marque,caracteristiques,prix,API  prises en charge,Accessoires inclus,Affichage,Alimentation,Ancrable,Appareil d'entrée,Avertissement sur les couleurs de l'image,Batterie,Cache par processeur,Capteurs,Caractéristiques,Caractéristiques principales du processeur,Cartes mémoire flash prises en charge,Clavier,Clavier numérique,Contrôleur de stockage,Contrôleur graphique,Copilot+ PC,Couleur,Couleur du boîtier,Dimensions (LxPxH) - tablette,Disque dur,Débit d'absorption spécifique (DAS),Détails d'interface,Empreinte carbone,Fonctionnalités,Fonctions,Fourni avec,Fournisseur de services,Garantie du fabricant,Graphique,Horloge améliorée (OC),Horloge boostée,Indice de réparabilité,Intelligence Apple,Interface mémoire,Jeu,Localisation,Logiciel(s) inclus,Matériaux de terres rares,Microsoft Copilot,Moniteur,Moteur graphique,Mémoire,Mémoire cache,Mémoire interne,Mémoire vidéo,Nombre de boutons,Nombre maximum de moniteurs,Normes environnementales,Noyaux CUDA,Performances,Poids,Processeur,Programme de ventes par le fabricant,Prêt pour la réalité virtuelle,RAM,Réseau,Réseaux,Résolution,Résolution maximale,Rétroéclairage du clavier,Services inclus,Stockage,Stockage optique,Support,Système d'exploitation,Système d'exploitation fourni,Système d'exploitation requis,Sécurité,Technologie de Plate-forme,Technologie de connectivité,Technologie de détection de mouvements,Transmission à large bande sans fil,Type,Type d'emballage,Type de Produit,Type de bus,Type de tarification,Unité de traitement neural (NPU),Vitesse de la mémoire,Webcam intégrée
11876233,Lenovo V15 G5 IRL 83GW,LENOVO,"Intel Core i3 - i3-1315U / jusqu'à 4.5 GHz - Win 11 Pro - UHD Graphics - 8 Go RAM - 256 Go SSD NVMe - 15.6"" TN 1920 x 1080 (Full HD) - Wi-Fi 6 - noir business - clavier : Français",541.18,,,"15.6"" 1920 x 1080 / Full HD",,,,,,,,,,,Français,Oui,,,,Noir business,,,,,,,,,,,Garantie limitée - 1 an - enlèvement et retour,Intel UHD Graphics,,,8.5 (sur 10),,,,Langue : français / région : France,,,,,,8 Go DDR5 (1 x 8 GB),,,,,,"TCO Certified Notebooks 9, ENERGY STAR",,,1.61 kg,"Intel Core i3 (13ème génération) - i3-1315U / 1.2 GHz, jusqu'à 4.5 GHz / 10 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.2",,,,,256 Go SSD - NVMe,,,Win 11 Pro - français,,,Discrete Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,,,Oui
11876234,Lenovo V14 G5 IRL 83GU,LENOVO,"Intel Core i3 - i3-1315U / jusqu'à 4.5 GHz - Win 11 Pro - UHD Graphics - 8 Go RAM - 256 Go SSD NVMe - 14"" TN 1920 x 1080 (Full HD) - Wi-Fi 6 - noir business - clavier : Français",600.0,,,"14"" 1920 x 1080 / Full HD",,,,,,,,,,,Français,,,,,Noir business,,,,,,,,,,,Garantie limitée - 1 an - enlèvement et retour,Intel UHD Graphics,,,8.6 (sur 10),,,,Langue : français / région : France,,,,,,8 Go DDR5 (1 x 8 GB),,,,,,ENERGY STAR,,,1.37 kg,"Intel Core i3 (13ème génération) - i3-1315U / 1.2 GHz, jusqu'à 4.5 GHz / 10 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.2",,,,,256 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,Discrete Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,,,Oui
11876252,HP 250R G9 Notebook,HP INC,"Intel Core 7 - 150U / jusqu'à 5.4 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 15.6"" 1920 x 1080 (Full HD) - Gigabit Ethernet - Wi-Fi 6, Bluetooth - cendres argent sombre - clavier : Français",862.0,,,"15.6"" 1920 x 1080 / Full HD",,,,,3 cellules,,,,,,Français,Oui,,,,Cendres argent sombre,,,,,,,,,,,,Intel Graphics,,,7.7 (sur 10),,,,Langue : français / région : France,,,,,,16 Go DDR4 (1 x 16 GB),,,,,,,,,1.74 kg,"Intel Core 7 (Série 1) - 150U / 1.8 GHz, jusqu'à 5.4 GHz / 12 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.4, Gigabit Ethernet",,,,,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,,,Oui
11896631,Lenovo ThinkPad E14 Gen 7 21T0,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen 5 - 230 / jusqu'à 4.9 GHz - Win 11 Pro - Radeon 760M - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1041.18,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,,,,,,,,,Français,,,,,Noir,,,,,,,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 760M,,,,,,,Langue : français / région : France,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,ENERGY STAR EPEAT Gold,,,1.41 kg,"AMD Ryzen 5 230 / 3.5 GHz, jusqu'à 4.9 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - Anglais/Français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,AMD Ryzen AI - jusqu'à 16 TOPS,,Oui
11896632,Lenovo ThinkPad E16 Gen 3 21ST,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen 5 - 230 / jusqu'à 4.9 GHz - Win 11 Pro - Radeon 760M - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 16"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1047.06,,,"16"" 1920 x 1200 / WUXGA",,,,,,,,,,,Français,Oui,,,,Noir,,,,,,,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 760M,,,,,,,Langue : français / région : France,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,ENERGY STAR EPEAT Gold,,,1.71 kg,"AMD Ryzen 5 230 / 3.5 GHz, jusqu'à 4.9 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - Anglais/Français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,AMD Ryzen AI - jusqu'à 16 TOPS,,Oui
11896633,Lenovo ThinkPad T14s Gen 6 21R1,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 7 - 255U / jusqu'à 5.2 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1651.76,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,,,,,,,,,Français,,,,,Noir,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,,,,,Langue : français / région : France,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables EPEAT Gold",,,1.24 kg,Intel Core Ultra 7 (Série 2) - 255U jusqu'à 5.2 GHz / 12 Mo Cache,Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11896634,Lenovo ThinkPad T14s Gen 6 21R1,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 5 - 225U / jusqu'à 4.8 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1470.59,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,,,,,,,,,Français,,,,,Noir,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,,,,,Langue : français / région : France,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables EPEAT Gold",,,1.24 kg,Intel Core Ultra 5 (Série 2) - 225U jusqu'à 4.8 GHz / 12 Mo Cache,Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11896635,Lenovo ThinkPad X1 Carbon Gen 13 21NX,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 7 - 255U / jusqu'à 5.2 GHz - Evo - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe, Performance - 14"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - mise à niveau possible 4G/5G - peinture noire - clavier : Français - avec 3 ans de support Len",2098.82,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,,,,,,,,,Français,,,,,Peinture noire,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,,,,,Langue : français / région : France,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,ENERGY STAR EPEAT Gold,,,1.006 kg,Intel Core Ultra 7 (Série 2) - 255U jusqu'à 5.2 GHz / 12 Mo Cache,Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,3 ans de support Lenovo Premier,"512 Go SSD - TCG Opal Encryption 2, NVMe, Performance",,,Win 11 Pro - Anglais/Français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel Evo,,,Mise à niveau possible 4G/5G,,,Ordinateur portable - conception de charnière à 180 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11896636,Lenovo ThinkPad E16 Gen 3 21ST,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen 7 - 250 / jusqu'à 5.1 GHz - Win 11 Pro - Radeon 780M - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 16"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1211.76,,,"16"" 1920 x 1200 / WUXGA",,,,,,,,,,,Français,Oui,,,,Noir,,,,,,,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 780M,,,,,,,Langue : français / région : France,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.71 kg,"AMD Ryzen 7 250 / 3.3 GHz, jusqu'à 5.1 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,AMD Ryzen AI - jusqu'à 16 TOPS,,Oui
11896637,Lenovo ThinkPad E14 Gen 7 21T0,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen 7 - 250 / jusqu'à 5.1 GHz - Win 11 Pro - Radeon 780M - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1204.71,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,,,,,,,,,Français,,,,,Noir,,,,,,,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 780M,,,,,,,Langue : français / région : France,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.41 kg,"AMD Ryzen 7 250 / 3.3 GHz, jusqu'à 5.1 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,AMD Ryzen AI - jusqu'à 16 TOPS,,Oui
11896638,Lenovo ThinkPad L14 Gen 6 21S8,LENOVO,"AMD Ryzen 5 Pro - 215 / jusqu'à 4.7 GHz - Win 11 Pro - Radeon 740M - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 14"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1117.65,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,"TrackPoint, UltraNav",,,,,,,,Français,,,,,Noir,,,,,,179 kg d'émissions de carbone,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 740M,,,,,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.38 kg,"AMD Ryzen 5 Pro 215 / 3.2 GHz, jusqu'à 4.7 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable,,,AMD Ryzen AI - jusqu'à 16 TOPS,,Oui
11896639,Lenovo ThinkPad L16 Gen 2 21SC,LENOVO,"AMD Ryzen 5 Pro - 215 / jusqu'à 4.7 GHz - Win 11 Pro - Radeon 740M - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1117.65,,,"16"" 1920 x 1200 / WUXGA @ 60 Hz",,,"TrackPoint, UltraNav",,,,,,,,Français,Oui,,,,Noir,,,,,,191 kg d'émissions de carbone,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 740M,,,,,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.79 kg,"AMD Ryzen 5 Pro 215 / 3.2 GHz, jusqu'à 4.7 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable,,,AMD Ryzen AI - jusqu'à 16 TOPS,,Oui
11896640,Lenovo ThinkPad X13 Gen 6 21RM,LENOVO,"AMD Ryzen AI 5 PRO - 340 / jusqu'à 4.8 GHz - Win 11 Pro - Radeon 840M - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 13.3"" IPS 1920 x 1200 - NFC, Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1475.29,,,"13.3"" 1920 x 1200 / WUXGA",,,,,,,,,,,Français,,,,Yes,Noir,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 840M,,,,,,,Langue : français / région : France,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,ENERGY STAR EPEAT Gold,,,988 g,"AMD Ryzen AI 5 PRO 340 / 2 GHz, jusqu'à 4.8 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"NFC, 802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - Anglais/Français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable,,,AMD Ryzen AI - jusqu'à 50 TOPS,,Oui
11896641,Lenovo ThinkPad T16 Gen 4 21QN,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen AI 7 PRO - 350 / jusqu'à 5 GHz - Win 11 Pro - Radeon 860M - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1768.24,,,"16"" 1920 x 1200 / WUXGA",,,,,,,,,,,Français,Oui,,,Yes,Noir,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 860M,,,,,,,Langue : français / région : France,,,,,,32 Go DDR5 (2 x 16 Go),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.98 kg,"AMD Ryzen AI 7 PRO 350 / 2 GHz, jusqu'à 5 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,1 an de support Premier Lenovo,"1 To SSD - TCG Opal Encryption 2, NVMe, Performance",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,AMD Ryzen AI - jusqu'à 50 TOPS,,Oui
11896642,Lenovo ThinkPad X1 Carbon Gen 13 21NX,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 5 - 225U / jusqu'à 4.8 GHz - Evo - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe, Performance - 14"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - 4G - peinture noire - clavier : Français - avec 3 ans de support Lenovo Premier, compensation ",1963.53,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,"TrackPoint, UltraNav",,,,,,,,Français,,,,,Peinture noire,,,,,,165 kg d'émissions de carbone,,,,Service non inclus,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,,,,,Langue : français / région : France,,,Yes,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.006 kg,"Intel Core Ultra 5 (Série 2) - 225U / 1.5 GHz, jusqu'à 4.8 GHz / 12 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,"3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)","512 Go SSD - TCG Opal Encryption 2, NVMe, Performance",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel Evo,,,4G,,,Ordinateur portable - conception de charnière à 180 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11896643,Lenovo ThinkPad T16 Gen 4 21QN,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen AI 7 PRO - 350 / jusqu'à 5 GHz - Win 11 Pro - Radeon 860M - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 3 ans de support Lenovo Premier",1721.18,,,"16"" 1920 x 1200 / WUXGA",,,,,,,,,,,Français,Oui,,,Yes,Noir,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 860M,,,,,,,Langue : français / région : France,,,,,,32 Go DDR5 (2 x 16 Go),,,,,,ENERGY STAR EPEAT Gold,,,1.76 kg,"AMD Ryzen AI 7 PRO 350 / 2 GHz, jusqu'à 5 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,3 ans de support Lenovo Premier,"1 To SSD - TCG Opal Encryption 2, NVMe, Performance",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,AMD Ryzen AI - jusqu'à 50 TOPS,,Oui
11896645,Lenovo ThinkPad T14s Gen 6 21TB,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen AI 7 PRO - 350 / jusqu'à 5 GHz - Win 11 Pro - Radeon 860M - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1729.41,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,,,,,,,,,Français,,,,Yes,Noir,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 860M,,,,,,,Langue : français / région : France,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,ENERGY STAR EPEAT Gold,,,1.25 kg,"AMD Ryzen AI 7 PRO 350 / 2 GHz, jusqu'à 5 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - Anglais/Français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,AMD Ryzen AI - jusqu'à 50 TOPS,,Oui
11896646,Lenovo ThinkPad L13 2-in-1 Gen 6 21R7,LENOVO,"in-1 Gen 6 21R7 - Conception inclinable - Intel Core Ultra 5 - 225U / jusqu'à 4.8 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 13.3"" IPS écran tactile 1920 x 1200 - Wi-Fi 6E, Bluetooth - 4G - gris - clavier : Français - avec 1 an de support Premier Lenovo",1294.12,,,"13.3"" écran tactile 1920 x 1200 / WUXGA",,,"Numériseur, trackpad, stylo numérique",,,,,,,,Français,,,,,Gris,,,,,,,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,,,,,Langue : français / région : France,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.3 kg,Intel Core Ultra 5 (Série 2) - 225U jusqu'à 4.8 GHz / 12 Mo Cache,Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,4G,,,Ordinateur portable - 2 en 1 - conception inclinable,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11898042,HP ProBook 440 G11 Notebook (QWERTY),HP INC,"Intel Core Ultra 5 - 125U / jusqu'à 4.3 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 14"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - argent de brochet - clavier : Anglais Intl - avec HP Carbon Neutral Computing Services - Laptop Doorstep Service",1293.0,,,"14"" WLED 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Anglais international,,,,,Argent de brochet,,,,,,,,"Capteur à effet Hall, HP Tamper Lock, capteur thermique",,,Garantie limitée - pièces et main d'oeuvre - 1 an,Intel Graphics,,,8.3 (sur 10),,,,Langue : anglais / région : Europe,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certified Notebooks 9, ENERGY STAR",,,1.39 kg,"Intel Core Ultra 5 (Série 1) - 125U / 1.3 GHz, jusqu'à 4.3 GHz / 12 Mo Cache",,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",,,,HP Carbon Neutral Computing Services - Laptop Doorstep Service,512 Go SSD - NVMe,,,Win 11 Pro - anglais,,,Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable - AI Ready,,,Intel AI Boost,,
