id,nom,marque,caracteristiques,prix,Affichage,Agrafeuse,AirPrint activé,Alimentation,Assembleuse,Avertissement sur les couleurs de l'image,Balayage,Capacité de support standard,Capacité des bacs de sortie,Capacité du bac de dérivation,Capacité du chargeur de documents,Capacité max. du support,Capacité totale,Catégorie de résolution d'impression maximale,Catégorie de résolution de copie maximale,Certification Microsoft,Classe de taille de support,Codes à barres,Configuration requise,Couleur du boîtier,Cycle d'utilisation mensuel (maxi),Disponibilité de la connexion,Empileuse,Fonctionnalités de l'imprimante,Fonctions de l'article de bureau,Garantie du fabricant,Gestion des supports,Impression recto-verso automatique,Interface,Langage(s) d'impression,Localisation,Normes environnementales,Poids,Processeur,RAM installée (maximum),Relieuse,Réseaux,Résolution d'impression maximale,Résolution de reproduction maximale,Résolution maximum (N&B),Résolutions du télécopieur,Système de compression des données,Taille de l'écran de prévisualisation,Taille du support,Taille initiale,Taille max. du support,Taille maximum du support (personnalisée),Taille minimale du support (personnalisée),Technique d'amélioration de l'image,Technologie d'impression,Type d'imprimante,Type d'origine,Type de photocopieuse,Type de supports,Type de tarification,Type de télécopieur,Vitesse d'impression,Vitesse d'impression max.,Vitesse de reproduction maximale,Vitesse de transmission de télécopie maximale,Volume mensuel recommandé
4202989,Brother MFC-L8900CDW,BROTHER,"L8900CDW - Imprimante multifonctions - couleur - laser - 215.9 x 355.6 mm (original) - A4/Legal (support) - jusqu'à 31 ppm (copie) - jusqu'à 31 ppm (impression) - 300 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB, NFC",889.0,"5""",,Oui,CA 230 V (50/60Hz),,,1 200 x 2 400 ppp,300 feuilles,150 feuilles,50 feuilles,70 feuilles,2380 feuilles,,,,,,,,,60000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers e-mail, numérisation vers FTP, numérisation au format SharePoint, numérisation vers OCR, scan vers hôte USB, numérisation vers serveur d'e-mail",1 an de garantie (France - 2 ans),,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB, NFC",,,"ENERGY STAR, Blue Angel",28.7 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),Jusqu'à 1200 x 600 ppp (mono)/jusqu'à 1200 x 600 ppp (couleur),,"203 x 98 ppp, 203 x 196 ppp, 203 x 392 ppp","MH, MR, MMR, JBIG",,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",215.9 x 355.6 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier, papier fin, papier épais",,Super G3 - papier uni,,Jusqu'à 31 ppm (mono)/jusqu'à 31 ppm (couleur),Jusqu'à 31 ppm (mono)/jusqu'à 31 ppm (couleur),33.6 Kbits/s,4000 pages
7762804,Brother MFC-L9670CDN,BROTHER,"L9670CDN - Imprimante multifonctions - couleur - laser - A4/Legal (support) - jusqu'à 40 ppm (copie) - jusqu'à 40 ppm (impression) - 620 feuilles - 33.6 Kbits/s - Gigabit LAN, USB 2.0, hôte USB 2.0, NFC",1554.0,,,Oui,,,,600 x 600 ppp,620 feuilles,250 feuilles,100 feuilles,100 feuilles,2600 feuilles,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,,,Oui,,,"Scan vers hôte USB, numérisation vers e-mail, numérisation vers image, numérisation vers le dossier du réseau, numérisation vers serveur d'e-mail, numérisation vers FTP, numérisation au format SharePoint",Garantie de 2 ans,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, USB 2.0, hôte USB 2.0, NFC",,,Blue Angel,36.9 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",,,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, papier fin, papier épais, papier recyclé, papier, étiquettes, papier brillant",,Super G3 - papier uni,,Jusqu'à 40 ppm (mono)/jusqu'à 40 ppm (couleur),Jusqu'à 40 ppm (mono)/jusqu'à 40 ppm (couleur),33.6 Kbits/s,15000 pages
11843861,BROTHER HL-L1240W,BROTHER,HL-L1240W -  Imprimante laser monochrome -  A4 - 20ppm - Wi-Fi 5 GHz et USB - Cartouches de toner jusqu'à 350 pages inclus. - compacte et facile à utiliser. - Éligible au forfait EcoPro,99.91,,,Oui,,,,,,,,,,150 feuilles,,,,A4/Legal,,"Windows 11, Linux, Apple MacOS, Google Chrome OS",,,,,,,,Bac d'entrée 150 feuilles,,"USB 2.0, Wi-Fi(n)",,,,4.6 kg,,64 Mo,,Serveur d'impression,,,2400 x 600 ppp,,,,,,"Legal (216 x 356 mm), A4 (210 x 297 mm)",,,,,Imprimante de groupe de travail - laser - Noir et blanc,,,"Papier uni, papier recyclé",,,Jusqu'à 20 ppm - noir & blanc - A4 (210 x 297 mm),,,,Jusqu'à 2000 pages
30045268,UNBW,UNBW,UNBW/HP Color LaserJet Managed MFP E877d,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30040535,UNBW,UNBW,UNBW/HP LaserJet Ent 700 MFP M725dn,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30044820,UNBW,UNBW,UNBW/VersaLink C7120/C7125/C7130 5 Trays,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11840136,HP LaserJet Enterprise MFP 8801dn,HP INC,"Imprimante multifonctions - couleur - laser - A3 (297 x 420 mm) (original) - A3/Ledger (support) - jusqu'à 60 ppm (copie) - jusqu'à 60 ppm (impression) - 2180 feuilles - 33.6 Kbits/s - Gigabit LAN, USB 3.0, hôte USB 2.0, hôte USB 3.0",7828.75,"10.1""",,Oui,CA 120 V (50/60Hz),,,600 x 600 ppp,2180 feuilles,500 feuilles,100 feuilles,,2180 feuilles,,,,,,,,,250000 pages,Oui,,,"Numérisation vers le stockage de travaux, numérisation vers PDF, numérisation vers e-mail, Hardware Integration Pocket 2nd generation (HIP2), numérisation vers le dossier du réseau, numérisation vers un lecteur USB, numérisation au format SharePoint, numérisation vers FTP, numérisation vers sFTP, numériser vers le Cloud, numériser vers un dossier, numérisation vers réseau",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, USB 3.0, hôte USB 2.0, hôte USB 3.0",,"Anglais, allemand, espagnol, français, italien / Europe","ENERGY STAR, Blue Angel",127.61 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"203 x 98 ppp, 300 x 300 ppp, 400 x 400 ppp, 203 x 196 ppp",,,68 x 127 mm (min.) - A3 (297 x 420 mm) (maximum),A3 (297 x 420 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Papier uni, papier mat, papier recyclé, papier brillant, papier lourd, papier brillant de poids lourd, papier à grammage très élevé, carte-copie, papier, transparents, enveloppes, papier à en-tête, papier préimprimé, papier préperforé, étiquettes, papier à faible grammage",,Papier uni,,Jusqu'à 60 ppm (mono)/jusqu'à 60 ppm (couleur),Jusqu'à 60 ppm (mono)/jusqu'à 60 ppm (couleur),33.6 Kbits/s,10 000 - 60 000 pages
11840141,HP LaserJet Enterprise MFP 8601dn,HP INC,"Imprimante multifonctions - Noir et blanc - laser - 297 x 432 mm (original) - A3/Ledger (support) - jusqu'à 70 ppm (copie) - jusqu'à 70 ppm (impression) - 2180 feuilles - Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",7279.3,"10.1""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,2180 feuilles,500 feuilles,100 feuilles,200 feuilles,2180 feuilles,,,,,,,,,250000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers e-mail, numérisation vers PDF, numérisation vers le dossier du réseau, numérisation au format SharePoint, numérisation vers FTP, numérisation vers sFTP, numérisation vers réseau, numérisation vers le stockage de travaux, Open Extensibility Platform (OXP), Hardware Integration Pocket 2nd generation (HIP2), numériser vers le Cloud, impression directe sans fil, PrinterOn Print",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",,"Anglais, allemand, espagnol, français, italien / Europe","ENERGY STAR, Blue Angel",107.42 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,,,64 x 127 mm (min.) - 320 x 457.2 mm (maximum),68 x 127 mm (min.) - 297 x 432 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, papier recyclé, film, papier lourd, carte-copie, papier à grammage très élevé, papier à faible grammage, papier brillant, cartes postales, papier préimprimé, papier coloré, papier à en-tête",,,,Jusqu'à 70 ppm,Jusqu'à 70 ppm,,10 000 - 60 000 pages
5714700,HP LaserJet Enterprise Flow MFP M635z,HP INC,"Imprimante multifonctions - Noir et blanc - laser - 216 x 864 mm (original) - A4/Legal (support) - jusqu'à 61 ppm (impression) - 3200 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",5032.5,"8""",Inclus,Oui,CA 230 V (60Hz),,,600 x 600 ppp,3200 feuilles,500 feuilles,100 feuilles,150 feuilles,3200 feuilles,,,Jusqu'à 600 x 600 ppp,,,,,,300000 pages,Oui,Inclus,,"HP Quick Sets, HP EveryPage, sauvegarde sur lecteur flash USB, Hardware Integration Pocket, enregistrer vers le dossier réseau, numérisation vers e-mail, numérisation vers FTP, numérisation au format SharePoint, Hard Disk Drive Encryption, SureStart Secure Boot, logement pour verrou de sécurité, Open Extensibility Platform (OXP), clavier coulissant",,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,"Anglais, allemand, espagnol, français, italien / Europe","EPEAT Silver, ENERGY STAR",64.3 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,"203 x 98 ppp, 203 x 196 ppp",,,"76.2 x 127 mm (min.) - A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",68 x 147 mm (min.) - 216 x 864 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Papier, carte-copie, papier coloré, enveloppes, papier à grammage très élevé, papier lourd, étiquettes, papier à en-tête, papier à faible grammage, papier uni, papier préimprimé, papier perforé, papier recyclé, transparents",,Papier uni,,Jusqu'à 61 ppm,,33.6 Kbits/s,5 000 - 30 000 pages
5764089,HP LaserJet MFP M443nda,HP INC,"Imprimante multifonctions - Noir et blanc - laser - A3/Ledger (297 x 432 mm) (original) - A3/Ledger (support) - jusqu'à 25 ppm (copie) - jusqu'à 25 ppm (impression) - 350 feuilles - USB 2.0, LAN",1110.62,,,,CA 230 V (50/60Hz),,,600 x 600 ppp,350 feuilles,250 feuilles,100 feuilles,100 feuilles,600 feuilles,,,,,,,,,50000 pages,Oui,,,"Numérisation vers PC, impression IPP",1 an de garantie,,Oui (copie) Oui (impression),"USB 2.0, LAN",,"Anglais, allemand, français, italien, espagnol / Europe",,30 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,,,98 x 148 mm (min.) - 297 x 354 mm (maximum),A3/Ledger (297 x 432 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Papier uni, papier recyclé, papier à faible grammage, papier perforé, papier préimprimé",,,,Jusqu'à 25 ppm,Jusqu'à 25 ppm,,2 000 - 5 000 pages
8633183,Brother MFC-L6910DN,BROTHER,"L6910DN - Imprimante multifonctions - Noir et blanc - laser - A4/Legal (support) - jusqu'à 50 ppm (copie) - jusqu'à 50 ppm (impression) - 520 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, Wi-Fi(n), NFC, hôte USB 2.0",859.0,"7""",,,AC 220-240 V (50/60Hz),,,1200 x 1200 ppp,520 feuilles,250 feuilles,100 feuilles,80 feuilles,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 1200 x 600 ppp,,,,,,,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers FTP, numérisation vers OCR, numérisation vers serveur d'e-mail, numérisation vers image, scan vers hôte USB, numérisation vers e-mail, numérisation vers le dossier du réseau, numérisation vers sFTP, numérisation au format SharePoint, numérisation vers un lecteur USB",Garantie de 2 ans,,Oui (copie) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(n), NFC, hôte USB 2.0",,,"ENERGY STAR, Blue Angel",18.1 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 1200 x 600 ppp,,,"MH, MR, MMR, JBIG",,"Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",,,,,,Laser (monochrome),,Feuilles,,"Papier uni, papier à en-tête, papier coloré, papier fin, papier recyclé, papier épais, enveloppes, étiquettes",,Super G3 - papier uni,,Jusqu'à 50 ppm,Jusqu'à 50 ppm,33.6 Kbits/s,Up to 16000 pages
7762805,Brother MFC-L9630CDN,BROTHER,"L9630CDN - Imprimante multifonctions - couleur - laser - A4/Legal (support) - jusqu'à 40 ppm (copie) - jusqu'à 40 ppm (impression) - 620 feuilles - 33.6 Kbits/s - Gigabit LAN, USB 2.0, hôte USB, NFC",1333.0,,,Oui,,,,600 x 600 ppp,620 feuilles,250 feuilles,100 feuilles,100 feuilles,2600 feuilles,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,,,Oui,,,"Scan vers hôte USB, numérisation vers e-mail, numérisation vers image, numérisation vers le dossier du réseau, numérisation vers serveur d'e-mail, numérisation vers FTP, numérisation au format SharePoint",Garantie de 3 ans (France - 2 ans),,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, USB 2.0, hôte USB, NFC",,,Blue Angel,36.5 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",,,,,,Laser (couleur),,Feuilles,,"Papier fin, papier uni, papier épais, papier recyclé, papier, étiquettes, enveloppes, papier brillant",,Super G3 - papier uni,,Jusqu'à 40 ppm (mono)/jusqu'à 40 ppm (couleur),Jusqu'à 40 ppm (mono)/jusqu'à 40 ppm (couleur),33.6 Kbits/s,12000 pages
5466752,HP LaserJet Enterprise Flow MFP M776zs,HP INC,"Imprimante multifonctions - couleur - laser - 297 x 864 mm (original) - A3/Ledger (support) - jusqu'à 46 ppm (copie) - jusqu'à 46 ppm (impression) - 1750 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB 2.0",6530.58,"8""",Inclus,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,1750 feuilles,700 feuilles,100 feuilles,200 feuilles,1750 feuilles,,,,,,,,,200000 pages,,,,"Impression à partir d'un lecteur flash USB, sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers réseau, HP EveryPage, technologie Instant-on, numérisation vers FTP, numérisation au format SharePoint, numérisation vers OCR, HP Open Extensibility Platform (OXP)",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB 2.0",,"Anglais, allemand, français, italien, espagnol / Europe","ENERGY STAR, Blue Angel",131.2 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"203 x 98 ppp, 300 x 300 ppp",,,"64 x 127 mm (min.) - A3 (297 x 420 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",68 x 127 mm (min.) - 297 x 864 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, papier recyclé, papier, film, papier lourd, carte-copie, papier à grammage très élevé, papier à faible grammage, papier brillant, papier perforé, papier préimprimé, cartes postales",,Papier uni,,Jusqu'à 46 ppm (mono)/jusqu'à 46 ppm (couleur),Jusqu'à 46 ppm (mono)/jusqu'à 46 ppm (couleur),33.6 Kbits/s,40 000 pages
8662430,Xerox VersaLink C625V_DN,XEROX,"Imprimante multifonctions - couleur - laser - Legal (216 x 356 mm) (original) - Legal (support) - jusqu'à 50 ppm (copie) - jusqu'à 50 ppm (impression) - 650 feuilles - 33.6 Kbits/s - Gigabit LAN, USB 2.0, hôte USB - programme de retours Green World Alliance",3257.0,"7""",,Oui,AC 220-240 V,,,,650 feuilles,300 feuilles,100 feuilles,100 feuilles,2850 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,,150000 images,Oui,,,"Numérisation vers e-mail, numérisation vers réseau, numérisation vers le dossier du réseau, numérisation vers PC, scan vers hôte USB, impression à partir d'un lecteur flash USB, imprimer à partir du cloud, Trusted Platform Module (TPM), numériser vers un dossier, Simplified Image Quality Adjustment (SIQA), paramètres par défaut de l'application, état temps réel bi-directionnel, mise en page de livret, Paramètres du pilote Earth Smart, tenir tous les travaux, identification de travail, suivi des tâches, impression autour, impression sur papier alterné, mise à l'échelle d'impression, enregistrer et rappeler les paramètres du pilote",,,Oui (impression),"Gigabit LAN, USB 2.0, hôte USB",,,"ENERGY STAR, Blue Angel",39 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,"MH, MR, MMR, JBIG",,Legal (216 x 356 mm) (maximum),Legal (216 x 356 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Papier uni, papier à faible grammage, papier recyclé, papier préimprimé, carte-copie, papier à en-tête, étiquettes, papier brillant, papier, enveloppes, papier perforé",Programme de retours Xerox Green World Alliance,Super G3 - papier uni,,Jusqu'à 50 ppm 50 ppm (couleur),Jusqu'à 50 ppm (mono)/jusqu'à 50 ppm (couleur),33.6 Kbits/s,Up to 20000 pages
11492480,Kyocera ECOSYS MA2600CFX,KYOCERA,"Imprimante multifonctions - couleur - laser - Legal (216 x 356 mm)/A4 (210 x 297 mm) (original) - A4/Legal (support) - jusqu'à 26 ppm (copie) - jusqu'à 26 ppm (impression) - 300 feuilles - 33.6 Kbits/s - hôte USB, USB 2.0, Gigabit LAN",678.57,"4.3""",,Oui,AC 220-240 V (50/60Hz),,,600 x 600 ppp,300 feuilles,150 feuilles,50 feuilles,50 feuilles,550 feuilles,,,,,,,,,65000 pages,Oui,,,"Processeur de document à double numérisation, impression à partir d'un lecteur flash USB, scan vers hôte USB, processeur ARM Cortex-A53 (1,0 GHz), numérisation vers e-mail, numérisation vers FTP, numérisation vers SMB, numérisation vers réseau, scan vers WSD, transfert de données chiffré, Job Storage, Proof and Hold, Quick Copy, impression Confidentiel, EcoPrint",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Hôte USB, USB 2.0, Gigabit LAN",,,,26 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"200 x 100 ppp, 200 x 200 ppp, 200 x 400 ppp, 400 x 400 ppp","JBIG, MH, MMR, MR",,70 x 148 mm (min.) - Legal (216 x 356 mm)/A4 (210 x 297 mm) (maximum),A6 (105 x 148 mm) (min.) - Legal (216 x 356 mm)/A4 (210 x 297 mm) (maximum),,,,,Laser (couleur),,Feuilles,,Papier uni,,Super G3 - papier uni,,Jusqu'à 26 ppm (mono)/jusqu'à 26 ppm (couleur),Jusqu'à 26 ppm (mono)/jusqu'à 26 ppm (couleur),33.6 Kbits/s,900 pages
5258750,HP LaserJet Enterprise MFP M528f,HP INC,"Imprimante multifonctions - Noir et blanc - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 43 ppm (copie) - jusqu'à 43 ppm (impression) - 650 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",1968.52,"8""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,650 feuilles,250 feuilles,100 feuilles,50 feuilles,2300 feuilles,,,,,,,,,150000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers réseau, Hardware Integration Pocket, HP EveryPage, clavier coulissant, certification Mopria, compatible Roam",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,"Anglais, allemand, français, italien, espagnol / Europe","ENERGY STAR, Blue Angel",21.95 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,"203 x 98 ppp, 203 x 196 ppp, 300 x 300 ppp, 203 x 392 ppp, 400 x 400 ppp",,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",Legal (216 x 356 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier, film, papier lourd",,Papier uni,,Jusqu'à 43 ppm,Jusqu'à 43 ppm,33.6 Kbits/s,2 000 - 7 500 pages
5260868,HP LaserJet Enterprise MFP M528dn,HP INC,"Imprimante multifonctions - Noir et blanc - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 43 ppm (copie) - jusqu'à 43 ppm (impression) - 650 feuilles - USB 2.0, Gigabit LAN, hôte USB 2.0",1675.08,"8""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,650 feuilles,250 feuilles,100 feuilles,100 feuilles,2300 feuilles,,,,,,,,,150000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers réseau, Hardware Integration Pocket, HP EveryPage, clavier coulissant, certification Mopria, compatible Roam",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,"Anglais, allemand, français, italien, espagnol / Europe","ENERGY STAR, Blue Angel",21.41 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",101.6 x 148 mm (min.) - Legal (216 x 356 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier, film, papier lourd",,,,Jusqu'à 43 ppm,Jusqu'à 43 ppm,,2 000 - 7 500 pages
8669967,Brother MFC-L8340CDW,BROTHER,"L8340CDW - Imprimante multifonctions - couleur - LED - A4/Legal (support) - jusqu'à 30 ppm (copie) - jusqu'à 30 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, hôte USB, Wi-Fi(n), NFC",479.0,,,Oui,AC 220-240 V (50/60Hz),,,1200 x 1200 ppp,250 feuilles,150 feuilles,30 feuilles,50 feuilles,,,Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,,,Oui,,,"Numérisation vers e-mail, numérisation vers FTP, numérisation vers SMB, numérisation au format SharePoint, scan vers hôte USB, numérisation vers serveur d'e-mail, numérisation vers OCR, numérisation vers sFTP, numérisation vers image, impression à partir d'un lecteur flash USB, impression N-Up",Garantie de 3 ans avec enregistrement du produit (France - 2 ans),,Oui (impression),"USB 2.0, hôte USB, Wi-Fi(n), NFC",,,"ENERGY STAR, Blue Angel",21.6 kg,,,,,Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,"76.2 x 116 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",,,,,,LED (couleur),,Feuilles,,"Papier uni, papier fin, papier épais, papier recyclé, papier, étiquettes, enveloppes, papier brillant",,Super G3 - papier uni,,Jusqu'à 30 ppm (mono)/jusqu'à 30 ppm (couleur),Jusqu'à 30 ppm (mono)/jusqu'à 30 ppm (couleur),33.6 Kbits/s,Up to 4000 pages
11492467,Kyocera ECOSYS PA2600cx,KYOCERA,"Imprimante - couleur - laser - A4/Legal - 1200 x 1200 ppp - jusqu'à 26 ppm (mono) / jusqu'à 26 ppm (couleur) - capacité : 300 feuilles - USB 2.0, hôte USB, Gigabit LAN",431.25,,,Oui,CA 220-240 V,,,,,,,,,300 feuilles,,,,A4/Legal,"PDF417, 1D","Apple MacOS X 10.9 ou plus récent, Google Chrome OS, Linux, Microsoft Windows",,65000 pages,,,"Temps de préchauffage de 29 secondes, support ThinPrint, module de plateforme de sécurité, preuve et maintien, stockage de travaux, copie rapide, impression privée, impression par Internet, impression par e-mail, impression WDS, EcoPrint",,1 an de garantie,"Bac polyvalent 50 feuilles, bac d'entrée 250 feuilles",,"USB 2.0, hôte USB, Gigabit LAN","PRESCRIBE IIc, PCL 5C, PCL 6, PCL XL, PostScript 3, KPDL3, PDF Direct, PDF 1.7, PDF 2.0, XPS, TIFF",,,21 kg,800 MHz,1 Go,,Serveur d'impression,,,1200 x 1200 ppp,,,,,,Legal (216 x 356 mm)/A4 (210 x 297 mm),216 mm x 356 mm,70 mm x 148 mm,,,Imprimante de groupe de travail - laser - couleur,,,Papier uni,,,Jusqu'à 26 ppm - noir & blanc - A4 (210 x 297 mm) ¦ Jusqu'à 26 ppm - couleur - A4 (210 x 297 mm),,,,900 pages
30045554,UNBW,UNBW,UNBW/ALTALINK C8245/C8255 BASE IOT W/HIG,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5721059,LEXMARK,KIT,"Imprimante multifonctions - Noir et blanc - laser - 215.9 x 355.6 mm (original) - A4/Legal (support) - jusqu'à 47 ppm (copie) - jusqu'à 47 ppm (impression) - 650 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",2806.7,,,Oui,,,,1 200 x 600 ppp (couleur 600 x 600 ppp),650 feuilles,250 feuilles,100 feuilles,100 feuilles,2300 feuilles,,Jusqu'à 1200 x 1200 ppp,,,,,,,175000 pages,Oui,,,"Disque dur inclus, emplacement interne pour carte",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,ENERGY STAR,22.3 kg,,,,,Jusqu'à 1200 x 1200 ppp,,,,,,"Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",215.9 x 355.6 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, carte-copie",,Super G3 - papier uni,,Jusqu'à 47 ppm,Jusqu'à 47 ppm,33.6 Kbits/s,2000 - 20 000 pages
