id,nom,marque,caracteristiques,prix,Accessoires inclus,Alimentation,Alimentation redondante,Appareils intégrés,Bande cellulaire,Bande de fréquence,Batterie,Budget PoE,Caméras IP prises en charge,Capacité,Capacité d'alimentation,Caractéristiques,Catégorie,Compatibilité TTA,Configuration requise,Connecteur,Connecteur (deuxième extrémité),Connecteurs,Connecteurs (deuxième extrémité),Connecteurs d'entrée,Conçu pour,Couleur,Courant électrique max.,Câble,Dimensions d'ordinateur portable prises en charge,Disque dur,Disque(s) dur(s) pris en charge,Distance de transfert max.,Débit de transfert de données,Débit de transfert max.,Détails du dispositif d'alimentation,Fonctionnalité VoIP,Fonctionne avec Chromebook,Fonctions,Format,Format de compression,Fourni avec,Fréquence d'images,Garantie du fabricant,Génération,Hauteur (unités de rack),Informations sur la licence,Interface de station d'accueil,Interfaces de téléphonie,Interfaces vidéo,Intérieur / Extérieur,Localisation,Longueur,Longueur du câble,Matériau du produit,Moyen de transmission,Mémoire flash,Nbre de licences,Nombre d'utilisateurs KVM,Nombre de modules de serveurs lames pris en charge,Nombre de ports,Nombre de ports WAN,Normes de conformité,Normes environnementales,Performances,Poids,Ports,Ports auxiliaires,Positionnement/montage,Power Over Ethernet (PoE),Prise en charge de l'alimentation sous Ethernet (PoE),Prise en charge fournie,Processeur,Programme d'octroi de licences,Programme de ventes par le fabricant,Protocole cellulaire,Protocole de Routage,Protocole de gestion à distance,Protocole de liaison de données,Protocole réseau / transport,Protocoles VoIP,Périphérique d'alimentation,Quantité emballée,RAM,Référence équivalente à celle du fabricant d'origine,Réseaux,Résolution d'image,Services inclus,Sous-type,Support de cadre Jumbo,Système TV,Système d'exploitation requis,Taille de la table d'adresses MAC,Tarification de licence,Technologie,Tension,Tension d'entrée,Tension de sortie,Tension fournie,Tension requise,Type,Type d'interface (bus),Type de Produit,Type de boîtier,Type de câblage,Type de fibres optiques,Type de mise à niveau,Type de mémoire,Type de prise,Type de tarification,Vitesse,Vérification de l'Intégrité des Données
5487797,HPE Aruba 6405 48SFP+ 8SFP56,HP ENT,"Commutateur - C3 - Géré - 48 x 1 Gigabit / 10 Gigabit SFP+ + 8 x 1 Gigabit / 10 Gigabit / 25 Gigabit / 50 Gigabit SFP56 (uplink) - Montable sur rack - PoE+ - pour P/N: R0X27C, R0X38C, R0X39C, R0X40C, R0X41C, R0X42C, R0X43C",79175.0,,,En option,,,,,,,Interfaces virtuelles commutées (SVI): 2000 ¦ Capacité de table hôte IPv4: 32000 ¦ Capacité de table hôtes IPv6: 32000 ¦ Routes IPv4 (monodiffusion): 64000 ¦ Routes IPv6 (monodiffusion): 64000 ¦ Routes IPv4 (multidiffusion): 8000 ¦ Routes IPv6 (multidiffusion): 8000 ¦ Groupes IGMP: 8000 ¦ Groupes MLD: 4000 ¦ Entrées ACL IPv4 (intrusion): 5000 ¦ Entrées ACL IPv6 (intrusion): 1250 ¦ Entrées ACL MAC (entrée): 5000 ¦ Entrées ACL IPv4 (sorite): 2000 ¦ Entrées ACL IPv6 (sorite): 500 ¦ Entrées ACL MAC (sorite): 2000,,"Compatible DHCP, prise en charge d'ARP, prise en charge du réseau local (LAN) virtuel, auto-uplink (MDI/MDI-X auto), IGMP snooping, prise en charge de Syslog, haute disponibilité, possibilité d'évolution vers de nouveaux micrologiciels, sFlow, PVST, Prise en charge MSTP, prise en charge d'ACL, QoS, support d'images étendues, snooping MLD, UDLD, Rapid PVST+, DWRR, prise en charge LLDP, MIB, protection DHPC, Double image du micrologiciel, MVRP, protection contre tempête de paquets, CoS, SP, protection contre les avalanches de messages diffusés, ToS, BPDU, VXLAN, Multicast Storm Protection, NTP, Garde RA, PIM, VLAN Tagging, RSTP, double pile IPv4 et IPv6, multicast IP, BSR Mechanism, VSX, verrouillage dynamique IPv6, snooping ND, protection Unicast Storm, Microsoft NLB",,,,,,,,,"P/N: R0X27C, R0X38C, R0X39C, R0X40C, R0X41C, R0X42C, R0X43C",,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,"IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3af, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.3ae, IEEE 802.1s, IEEE 802.1t, IEEE 802.1v, IEEE 802.1ab (LLDP), IEEE 802.1ak, IEEE 802.3at, IEEE 802.1AX, IEEE 802.3bt",,,34 kg,48 x 1 Gigabit / 10 Gigabit SFP+ + 8 x 1 Gigabit / 10 Gigabit / 25 Gigabit / 50 Gigabit SFP56 (uplink),,,PoE+,,,,,,,"EGP, BGP-4, IGMPv2, IGMP, VRRP, OSPFv2, IGMPv3, OSPFv3, MSDP, routage statique IPv4, routage statique IPv6, ECMP, routage à base de règles (PBR), MLDv2, MLD, Bidirectional Forwarding Detection (BFD)","RMON, Telnet, SNMP 3, SNMP 2c, HTTPS, TFTP, SSH, SSH-2, CLI, XRMON, SFTP",,,,,,,,,,,10 Gigabit Ethernet,9198 octets,,,32 000 entrées,,,,,,,,,,,Montable sur rack 7U,,,,,,,,
4495547,HPE StoreFabric SN2410M 25GbE 48SFP28 8QSFP28,HP ENT,"Commutateur - C3 - Géré - 48 x 25 Gigabit SFP28 + 8 x 100 Gigabit QSFP28 - Montable sur rack - pour Apollo 4200, 4200 Gen10",24562.0,,CA 120/230 V (50/60 Hz),Oui,,,,,,,,,"IGMP snooping, mise en miroir des ports, stockage et retransmission, prise en charge d'IPv6, prise en charge RSTP, Prise en charge de VRRP, Prise en charge MSTP, prise en charge DCBX, prise en charge d'ACL, QoS, BFD, prise en charge IPv4, prise en charge LLDP, relais DHCP, sFlow v5, authentification 802.1x, tampon de paquet 16 Mo, prise en charge OpenFlow, prise en charge de VLAN sur protocole, Storm Control, RoCE, RED, ECN, PFC, VXLAN, MLAG, OSPF, Root Guard, Loop Guard, Voice VLAN, ToR, STP BPDU Guard, BPDU Filter, PIM, plateau de ventilateur remplaçable à chaud",,,,,,,,,"Apollo 4200 Gen10 192TB Qumulo Hybrid Node, 4200 Gen10 336TB Archive Node with 25Gb NIC for Qumulo, 4200 Gen10 Qumulo Archive Node, 4200 Gen10 Qumulo Hybrid Node, 4200 Qumulo Archive Node, 4200 Qumulo Hybrid Node, 4200 Qumulo Node",,,,,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,Danois / Danemark,,,,,,,,,,,X.509,,"Capacité de commutation: 4 Tbps ¦ Taux de traitement: 5,95 Bpps ¦ Latence cut-through: 300 ns",8.52 kg,48 x 25 Gigabit SFP28 + 8 x 100 Gigabit QSFP28,,,,,,,,,,,"SNMP, Telnet, SSH, CLI",,,,,,,,,,,25 Gigabit Ethernet,,,,,,,,,,,,,,,Montable sur rack 1U,,,,,,,,
4495549,HPE StoreFabric SN2100M 100GbE 16 QSFP28 Half Width,HP ENT,"Commutateur - C3 - Géré - 16 x 100 Gigabit QSFP28 - Montable sur rack - pour HPE J2000; Apollo 4200, 4200 Gen10",18239.0,,CA 120/230 V (50/60 Hz),Oui,,,,,,,,,"IGMP snooping, mise en miroir des ports, stockage et retransmission, prise en charge d'IPv6, prise en charge du Protocole Rapid Spanning Tree (RSTP), prise en charge du protocole de redondance des routes virtuelles (VRRP), prise en charge du protocole MSTP (Multiple Spanning Tree Protocol), prise en charge du Data Center Bridging Exchange (DCBX), prise en charge de la liste de contrôle d'accès (ACL), Quality of Service (QoS), Bidirectional Forwarding Detection (BFD), prise en charge IPv4, prise en charge LLDP, relais DHCP, sFlow v5, authentification 802.1x, tampon de paquet 16 Mo, prise en charge OpenFlow, prise en charge de VLAN sur protocole, Storm Control, RDMA over Converged Ethernet (RoCE), random early detection (RED), Explicit Congestion Notification (ECN), Priority-Based Flow Control (PFC), Virtual Extensible LAN (VXLAN), Multi Chassis Link Aggregation Group (MLAG), Open Shortest Path First (OSPF), Root Guard, Loop Guard, Voice VLAN, Top-of-Rack (ToR), STP BPDU Guard, BPDU Filter, Protocol Independent Multicast (PIM)",,,,,,,,,"HPE J2000; Apollo 4200, 4200 Gen10",,,,,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,Danois / Danemark,,,,,,,,,,,X.509,,"Capacité de commutation: 3,2 Tbps ¦ Taux de traitement: 4,76 Bpps ¦ Latence cut-through: 300 ns",4.53 kg,16 x 100 Gigabit QSFP28,,,,,,,,,,,"SNMP, Telnet, SSH, CLI",,,,,,,,,,,100 Gigabit Ethernet,,,,,,,,,,,,,,,Montable sur rack 1U,,,,,,,,
4495784,HPE StoreFabric SN2410M 25GbE 24SFP28 4QSFP28,HP ENT,"Commutateur - C3 - Géré - 24 x 25 Gigabit SFP28 + 4 x 100 Gigabit QSFP28 - Montable sur rack - pour Apollo 4200, 4200 Gen10",19644.0,,CA 120/230 V (50/60 Hz),Oui,,,,,,,,,"IGMP snooping, mise en miroir des ports, stockage et retransmission, prise en charge d'IPv6, prise en charge du Protocole Rapid Spanning Tree (RSTP), prise en charge du protocole de redondance des routes virtuelles (VRRP), prise en charge du protocole MSTP (Multiple Spanning Tree Protocol), prise en charge du Data Center Bridging Exchange (DCBX), prise en charge de la liste de contrôle d'accès (ACL), Quality of Service (QoS), Bidirectional Forwarding Detection (BFD), prise en charge IPv4, prise en charge LLDP, relais DHCP, sFlow v5, authentification 802.1x, tampon de paquet 16 Mo, prise en charge OpenFlow, prise en charge de VLAN sur protocole, Storm Control, RDMA over Converged Ethernet (RoCE), random early detection (RED), Explicit Congestion Notification (ECN), Priority-Based Flow Control (PFC), Virtual Extensible LAN (VXLAN), Multi Chassis Link Aggregation Group (MLAG), Open Shortest Path First (OSPF), Root Guard, Loop Guard, Voice VLAN, Top-of-Rack (ToR), STP BPDU Guard, BPDU Filter, Protocol Independent Multicast (PIM), plateau de ventilateur remplaçable à chaud",,,,,,,,,"Apollo 4200 Gen10 192TB Qumulo Hybrid Node, 4200 Gen10 336TB Archive Node with 25Gb NIC for Qumulo, 4200 Gen10 Qumulo Archive Node, 4200 Gen10 Qumulo Hybrid Node, 4200 Qumulo Archive Node, 4200 Qumulo Hybrid Node, 4200 Qumulo Node",,,,,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,Danois / Danemark,,,,,,,,,,,X.509,,"Capacité de commutation: 4 Tbps ¦ Taux de traitement: 5,95 Bpps ¦ Latence cut-through: 300 ns",8.52 kg,24 x 25 Gigabit SFP28 + 4 x 100 Gigabit QSFP28,,,,,,,,,,,"SNMP, Telnet, SSH, CLI",,,,,,,,,,,25 Gigabit Ethernet,,,,,,,,,,,,,,,Montable sur rack 1U,,,,,,,,
4495786,HPE StoreFabric SN2410bM 10GbE 48SFP+ 8QSFP28,HP ENT,"Commutateur - C3 - Géré - 48 x 10 Gigabit SFP+ + 8 x 100 Gigabit QSFP28 - Montable sur rack - pour Apollo 4200, 4200 Gen10",24025.0,,CA 120/230 V (50/60 Hz),Oui,,,,,,,,,"IGMP snooping, mise en miroir des ports, stockage et retransmission, prise en charge d'IPv6, prise en charge RSTP, Prise en charge de VRRP, Prise en charge MSTP, prise en charge DCBX, prise en charge d'ACL, QoS, BFD, prise en charge IPv4, prise en charge LLDP, relais DHCP, sFlow v5, authentification 802.1x, tampon de paquet 16 Mo, prise en charge OpenFlow, prise en charge de VLAN sur protocole, Storm Control, RoCE, RED, ECN, PFC, VXLAN, MLAG, OSPF, Root Guard, Loop Guard, Voice VLAN, ToR, STP BPDU Guard, BPDU Filter, PIM, plateau de ventilateur remplaçable à chaud",,,,,,,,,"Apollo 4200 Gen10 Qumulo Archive Node, 4200 Gen10 Qumulo Hybrid Node, 4200 Qumulo Archive Node, 4200 Qumulo Hybrid Node, 4200 Qumulo Node",,,,,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,Danois / Danemark,,,,,,,,,,,X.509,,"Capacité de commutation: 4 Tbps ¦ Taux de traitement: 5,95 Bpps ¦ Latence cut-through: 300 ns",8.52 kg,48 x 10 Gigabit SFP+ + 8 x 100 Gigabit QSFP28,,,,,,,,,,,"SNMP, Telnet, SSH, CLI",,,,,,,,,,,10 Gigabit Ethernet,,,,,,,,,,,,,,,Montable sur rack 1U,,,,,,,,
3358522,Cisco Catalyst 2960X-24PD-L,CISCO,"24PD-L - Commutateur - Géré - 24 x 10/100/1000 (PoE+) + 2 x 10 Gigabit SFP+ - de bureau, Montable sur rack - PoE+ (370 W) - reconditionné",3901.25,,CA 120/230 V (50/60 Hz),En option,,,,,370 W,,Interfaces virtuelles (VLAN): 1023,,"Layer 2 switching, compatible DHCP, PoE, auto-négociation, prise en charge d'ARP, liaisons, prise en charge du réseau local (LAN) virtuel, auto-uplink (MDI/MDI-X auto), prise en charge d'IPv6, prise en charge RSTP, Prise en charge MSTP, prise en charge DTP, prise en charge PAgP, prise en charge de TFTP, prise en charge d'ACL, support RADIUS, support d'images étendues, snooping MLD, DAI, PoE+, technologie Cisco EnergyWise, URPF, UDLD, Rapid PVST+, prise en charge IPv4, SRR, LACP, RSPAN, NetFlow, prise en charge HSRP, Energy Efficient Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,"IEEE 802.3, IEEE 802.3u, IEEE 802.3z, IEEE 802.1D, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3af, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.3ae, IEEE 802.1ae, IEEE 802.3at, IEEE 802.3az, IEEE 802.1AX",,Capacité de commutation: 216 Gbps ¦ Performances de transfert (taille de paquet 64 octets): 95.2 Mpps,5.7 kg,24 x 10/100/1000 (PoE+) + 2 x 10 Gigabit SFP+,,,PoE+,,,,,,,,"SNMP 1, SNMP 2, RMON 1, RMON 2, RMON 3, RMON 9, Telnet, SNMP 3, SNMP 2c, HTTP, SSH, CLI",,,,,,,,,,,Gigabit Ethernet,9216 octets,,,,,,,,,,,,,,Montable sur rack 1U,,,,,,Reconditionné,,
3364956,Cisco Catalyst 2960X-48LPS-L,CISCO,"48LPS-L - Commutateur - Géré - 48 x 10/100/1000 (PoE+) + 4 x Gigabit SFP - de bureau, Montable sur rack - PoE+ (370 W) - reconditionné",4750.1,,CA 120/230 V (50/60 Hz),En option,,,,,370 W,,Interfaces virtuelles (VLAN): 1023,,"Layer 2 switching, compatible DHCP, PoE, auto-négociation, prise en charge d'ARP, prise en charge du réseau local (LAN) virtuel, auto-uplink (MDI/MDI-X auto), IGMP snooping, IDS, prise en charge d'IPv6, prise en charge RSTP, Prise en charge MSTP, prise en charge DTP, prise en charge PAgP, prise en charge de TFTP, prise en charge d'ACL, support RADIUS, support SSH, support d'images étendues, snooping MLD, DAI, PoE+, technologie Cisco EnergyWise, URPF, UDLD, Rapid PVST+, prise en charge IPv4, SRR, LACP, notification de l'adresse MAC, RSPAN, NetFlow, prise en charge HSRP, Energy Efficient Ethernet, MVR, CoS, Cisco FlexStack Plus",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,"IEEE 802.3, IEEE 802.3u, IEEE 802.3z, IEEE 802.1D, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3af, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.3ae, IEEE 802.1s, IEEE 802.1ae, IEEE 802.1ab (LLDP), IEEE 802.3at, IEEE 802.3az, IEEE 802.1AX",,"Capacité de commutation: 216 Gbps ¦ Performances de transfert (taille de paquet 64 octets): 107,1 Mpps",5.8 kg,48 x 10/100/1000 (PoE+) + 4 x Gigabit SFP,,,PoE+,,,,,,,,"SNMP 1, RMON 1, RMON 2, RMON 3, RMON 9, Telnet, SNMP 3, SNMP 2c, HTTP, TFTP, SSH, CLI",,,,,,,,,,,Gigabit Ethernet,9216 octets,,,,,,,,,,,,,,Montable sur rack 1U,,,,,,Reconditionné,,
7645977,HPE FlexNetwork 5140 HI,HP ENT,Commutateur - 1 emplacement - C3 - Géré - 24 x 10/100/1000 + 4 x 10 Gigabit SFP+ - flux d'air d'un côté à l'autre - Montable sur rack - PoE+,7408.0,,,,,,,,,,,,"Contrôle du flux, prise en charge de BOOTP, prise en charge d'ARP, équilibrage de charge, prise en charge du réseau local (LAN) virtuel, auto-uplink (MDI/MDI-X auto), IGMP snooping, haute disponibilité, sFlow, Prise en charge de STP, prise en charge RSTP, Prise en charge MSTP, prise en charge d'ACL, QoS, CAR, snooping MLD, prise en charge DLDP, STP Root Guard, relais DHCP, LACP, Port Security, Energy Efficient Ethernet, protection ARP dynamique, protection DHPC, MVRP, isolation des ports, prise en charge OpenFlow, Protection de la source IP, ICMP IRDP, Link Aggregation, LLDP-MED, Smart Link, Guest VLAN, proxy ARP, WRR, IRF Technology, support UDP, MRP, EAD, protection de port STP BPDU, serveur DHCP",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,"IEEE 802.3, IEEE 802.3u, IEEE 802.3ab, IEEE 802.1ab (LLDP), IEEE 802.3i, IEEE 802.1Q, IEEE 802.1D, IEEE 802.1p, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.3ae, IEEE 802.3ac, IEEE 802.1s, IEEE 802.1ad, IEEE 802.3ah, ANSI/TIA-1057, IEEE 802.1ak, IEEE 802.3az, IEEE 802.1AX, IEEE 802.1r, IEEE 802.3z, IEEE 802.1v, IEEE 802.1ae",,Latence (1 000 Mbits/s): 5 µs ¦ Latence (10 Gops): 3 µs ¦ Débit: 180 Mpps ¦ Capacité de routage/commutation: 288 Gbps,9.2 kg,24 x 10/100/1000 + 4 x 10 Gigabit SFP+,,,PoE+,,,,,,,"OSPF, RIP-1, RIP-2, IGMP, OSPFv2, OSPFv3, routage statique IPv4, routage statique IPv6, CIDR, VRRP, VRRPE","SNMP 1, RMON 1, RMON 2, RMON 3, RMON 9, Telnet, SNMP 3, SNMP 2c, HTTPS, TFTP, CLI, NTP, ICMP, RADIUS, SNMP 6, SSH-2",,,,,,,,,,,Gigabit Ethernet,9KB,,,32 000 entrées,,,,,,,,,,,Flux d'air d'un côté à l'autre Montable sur rack 1U,,,,,,,,
7667843,HPE Aruba CX 10000-48Y6C,HP ENT,48Y6C - Commutateur - C3 - Géré - 48 x 1/10/25 Gigabit Ethernet SFP / SFP+ / SFP28 + 6 x 40/100 Gigabit QSFP+ / QSFP28 - flux d'air de l'arrière vers l'avant - Montable sur rack,52121.0,,CA 100-240 V (50 - 60 Hz),,,,,,,,Hôtes IPv4: 120000 ¦ Hôtes IPv6: 52000 ¦ Routes directes unicast IPv4: 131072 ¦ Routes directes unicast IPv6: 32732 ¦ Groupes IGMP: 4094 ¦ Groupes MLD: 4094 ¦ Routes IPv4 (multidiffusion): 4094 ¦ Routes IPv6 (multidiffusion): 4094,,REST API interface,,,,,,,,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,,,,,,,,,,,,,,,,,,"Capacité de commutation: 3,6 Tbps ¦ Latence: < 1.30 µs",9.75 kg,48 x 1/10/25 Gigabit Ethernet SFP / SFP+ / SFP28 + 6 x 40/100 Gigabit QSFP+ / QSFP28,,,,,,,,,,"Routage statique IPv6, routage statique IPv4, RIP-2, RIPng, OSPF, OSPFv3, BGP-4, ECMP, GRE, routage à base de règles (PBR), Multiprotocol BGP","CLI, SNMP",,,,,,,,,,,25 Gigabit Ethernet,,,,Entrées 98K,,,,,,,,,,,Flux d'air de l'arrière vers l'avant Montable sur rack 1U,,,,,,,,
7232293,NETGEAR Plus MS108EUP,NETGEAR,"Commutateur - Géré - 4 x 100/1000/2.5G (PoE++) + 4 x 100/1000/2.5G (PoE+) - de bureau, fixation murale - PoE++ (230 W)",442.85,,,,,,,,230 W,,Prise en charge de VLAN: 64 ¦ Groupes de multidiffusion: 128,,"QoS, IGMP snooping, protection contre les attaques de Déni de Service, détection de bouclage, mise en miroir des ports, sans ventilateur, auto-uplink (MDI/MDI-X auto), stockage et retransmission, EEE, WRR, prise en charge du réseau local (LAN) virtuel, VLAN Tagging, VLAN basé sur le port, Link Aggregation, agrégation de ports, multidiffusion inconnue de blocage, client DHCP, prise en charge DSCP, boîtier métallique",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,"IEEE 802.1x, IEEE 802.1p, IEEE 802.3az, IEEE 802.1ab (LLDP), IEEE 802.3ad (LACP), IEEE 802.3x, IEEE 802.1D, IEEE 802.1w, IEEE 802.1s, UPnP, IEEE 802.3bt",,Largeur de bande: 40 Gbps,0.9 kg,4 x 100/1000/2.5G (PoE++) + 4 x 100/1000/2.5G (PoE+),,,PoE++,,,,,,,"IGMP, IGMPv2, IGMPv3",DHCP,,,,,,,,,,,2.5 Gigabit Ethernet,12 000 octets,,,16 000 entrées,,,,,,,,,,,,,,,,,,,
8666547,HPE Aruba Networking CX 6200F 48G 4SFP Switch,HP ENT,Commutateur - distance max. d'empilage de 10 km - C3 - Géré - 48 x 10/100/1000 + 4 x 100/1000 SFP - de l'avant et du côté vers l'arrière - Montable sur rack - pour CX 6200F 48G 4SFP Switch,5498.0,,CA 100-120/200-240 V (50/60 Hz),,,,,,,,Taille de tampon de paquet: 8 Mo ¦ Entrées ACL IPv4 (intrusion): 5120 ¦ Entrées ACL IPv6 (intrusion): 1280 ¦ Entrées ACL MAC (entrée): 5120 ¦ Entrées ACL IPv4 (sorite): 2048 ¦ Entrées ACL IPv6 (sorite): 512 ¦ Entrées ACL MAC (sorite): 2048 ¦ Capacité de table hôte IPv4: 8192 ¦ Capacité de table hôtes IPv6: 8192 ¦ Routes IPv4 (monodiffusion): 2048 ¦ Routes IPv6 (monodiffusion): 1024 ¦ Groupes IGMP: 1024 ¦ Groupes MLD: 1024,,"UTM, UDLD, Prise en charge de VRRP, DWRR, CoS, ToS, EQS, RPVST+, BPDU, Address Resolution Protocol, LLDP",,,AOS-CX,,,,,,CX 6200F 48G 4SFP Switch,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,"IEEE 802.3, IEEE 802.3ab, IEEE 802.1p, IEEE 802.1s, IEEE 802.1ab (LLDP), IEEE 802.1ak, IEEE 802.1AX, IEEE 802.1D, IEEE 802.1Q, IEEE 802.1t, IEEE 802.1v, IEEE 802.1w",,"Capacité de commutation: 176 Gbps ¦ Débit: 130,9 Mpps ¦ Latence (1 Gops): 2.28 µs ¦ Latence (10 Gops): 1.46 µs ¦ Bande passante d'empilage: 40 Gbps",3.9 kg,48 x 10/100/1000 + 4 x 100/1000 SFP,,,,,,,,,,"IGMP, IGMPv2, IGMPv3, RIP-2, OSPFv2, OSPFv3, MLD, MLDv2","CLI, MIB, RMON",,,,,,,,,,,Gigabit Ethernet,9220 octets,,,32 768 entrées,,,,,,,,,,,De l'avant et du côté vers l'arrière Montable sur rack 1U,,,,,,,,
11464630,Zyxel XMG-100 Series XMG-105,ZYXEL,"100 Series XMG-105 - Commutateur - non géré - 5 x 100/1000/2.5G + 1 x Gigabit SFP / 10 Gigabit SFP+ - de bureau, fixation murale",62.5,,CA 100-240 V (50/60 Hz),,,,,,,,Taille de tampon de paquet: 1 Mo,,"Sans ventilateur, auto-uplink (MDI/MDI-X auto), détection de boucle, indicateurs d'état LED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE 802.3bt, IEEE 802.3u, IEEE 802.3z, IEEE 802.3ab, IEEE 802.3bz, IEEE 802.3ae, IEEE 802.3af, IEEE 802.3at, IEEE 802.3x, IEEE 802.1p, IEEE 802.3, IEEE 802.3az",,Capacité de commutation: 45 Gbps ¦ Taux de transfert: 33.5 Mpps,492 g,5 x 100/1000/2.5G + 1 x Gigabit SFP / 10 Gigabit SFP+,,,,,,,,,,,,,,,,,,,,,,2.5 Gigabit Ethernet,,,,,,,,,,,,,,,,,,,,,,,
7900077,TP-Link JetStream TL-SG3428X-UPS V1,TP-LINK,Link JetStream TL-SG3428X-UPS V1 - Commutateur - Géré - 24 x 10/100/1000 + 4 x 10 Gigabit SFP+ - Montable sur rack,341.87,,CA 100-240/ DC 12 V (50/60 Hz),,,,,,,,Files d'attente prioritaires: 8 ¦ Groupes VLAN: 4000,,"Contrôle du flux, Prise en charge VPN, prise en charge de BOOTP, prise en charge d'ARP, IGMP snooping, prise en charge de Syslog, protection contre les attaques de Déni de Service, mise en miroir des ports, contrôle de la tempête de Broadcast, prise en charge d'IPv6, Multicast Storm Control, Unicast Storm Control, possibilité d'évolution vers de nouveaux micrologiciels, prise en charge du protocole SNTP, sFlow, DHCP snooping, prise en charge d'ACL, QoS, serveur DHCP, snooping MLD, fonction de diagnostic de câble, contrôle de la bande passante, prise en charge DLDP, sans ventilateur, prise en charge LLDP, relais DHCP, LACP, Port Security, MVR, NDP, isolation des ports, tampon 12 MB, CoS, SP, GVRP, authentification 802.1x, administré sur le cloud, prise en charge DSCP, Protection de la source IP, Inspection ARP, BPDU, support image double, SDN, AAA, LLDP-MED, groupe VLAN, accès invité, ZTP, EEE, BPDU Filter, WRR, HOL Blocking Prevention, détection de bouclage, QoS avancée, MAB, emplacement de sécurité (compatible avec le verrou de sécurité Kensington)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.1s, IEEE 802.3ah, IEEE 802.1ab (LLDP)",,"Capacité de commutation: 128 Gbps ¦ Taux de transfert des paquets: 95,23 Mpps",,24 x 10/100/1000 + 4 x 10 Gigabit SFP+,,,,,,,,,,"IGMPv2, IGMP, IGMPv3, routage statique IPv4, routage statique IPv6, MLDv2, MLD, MSTP, RSTP, STP","SNMP 1, RMON 1, RMON 2, RMON 3, RMON 9, Telnet, SNMP 3, SNMP 2c, HTTP, HTTPS, TFTP, SSH, CLI, ICMP, DHCP, RSTP",,,,,,,,,,,Gigabit Ethernet,9KB,,,16 000 entrées,,,,,,,,,,,Montable sur rack,,,,,,,,
